Objname,RAdeg,DEdeg,YSO_CLASS,W2magMean,r_mean,r_priority,fading_mag_per_year,is_fading,fading_status,color_change_1yr,is_reddening_bluing,color_status,baseline_days
J192847.91+165520.7,292.19978,16.922336,ClassII,10.96,16.578715520504645,LOW,0.23917784573212283,True,FADING (brightening in mag = getting dimmer),0.27399816557449647,True,REDDENING (Δ(g-r) = +0.27 mag/yr),907.2446159278843
J182244.41-131048.4,275.685152,-13.180119,ClassII,7.02,13.373395220292887,HIGH,0.013851059015217321,False,STABLE,-0.05058326768073599,False,BLUEING (Δ(g-r) = -0.05 mag/yr),991.2442013816253
J192610.65+160904.8,291.544469,16.151363,FS,8.36,15.384092191075608,HIGH,0.13543353764632354,False,FADING (brightening in mag = getting dimmer),0.1342617973905648,True,REDDENING (Δ(g-r) = +0.13 mag/yr),978.3675562782591
J185845.30+015021.7,284.688741,1.839354,ClassII,9.27,14.916202081107361,HIGH,-0.4199272543412729,False,BRIGHTENING (dimming in mag = getting brighter),0.08380473769508745,False,REDDENING (Δ(g-r) = +0.08 mag/yr),917.5844398878253
J190308.44+054039.5,285.785183,5.677702,ClassII,10.55,14.191415289925207,HIGH,-0.4661671523947834,False,BRIGHTENING (dimming in mag = getting brighter),0.08604174397337873,False,REDDENING (Δ(g-r) = +0.09 mag/yr),846.2970981766412
J190457.80+052120.5,286.240759,5.355672,ClassI,9.42,14.91857240582779,HIGH,0.3147816004706257,True,FADING (brightening in mag = getting dimmer),-0.026134088159622672,False,STABLE,965.1790236748129
J184710.54-071820.7,281.793882,-7.30579,FS,11.7,14.494717126393954,HIGH,0.06773142082837863,False,FADING (brightening in mag = getting dimmer),-0.18394345094086656,True,BLUEING (Δ(g-r) = -0.18 mag/yr),971.123665520041
J194210.68+234359.0,295.544614,23.733069,ClassII,9.07,14.50279670978652,HIGH,0.2196614276638671,True,FADING (brightening in mag = getting dimmer),-0.36174315815874386,True,BLUEING (Δ(g-r) = -0.36 mag/yr),974.2174359718847
J223627.69+593249.2,339.115322,59.547007,ClassI,11.39,13.057598836651492,HIGH,-0.7354968643989706,False,BRIGHTENING (dimming in mag = getting brighter),-0.05253128468257976,False,BLUEING (Δ(g-r) = -0.05 mag/yr),950.4582729185713
J191649.58+121420.9,289.20671,12.239217,ClassIII,12.25,14.448288663481359,HIGH,0.3765411756835064,True,FADING (brightening in mag = getting dimmer),-0.0344235064060219,False,STABLE,970.3397514470853
J185625.51+015916.5,284.106331,1.988013,ClassII,9.32,11.860632843387846,HIGH,-0.8970143695027868,False,BRIGHTENING (dimming in mag = getting brighter),0.018239438327901644,False,STABLE,960.6086192431758
J190159.18+035214.6,285.496564,3.870892,ClassII,10.85,12.055652532899018,HIGH,-0.9123565272952955,False,BRIGHTENING (dimming in mag = getting brighter),0.027147049262938993,False,STABLE,988.6013673110574
J181446.75-203518.2,273.694828,-20.588351,ClassI,9.48,14.41979759194122,HIGH,-0.40606261467538096,False,BRIGHTENING (dimming in mag = getting brighter),0.25463426491116875,True,REDDENING (Δ(g-r) = +0.25 mag/yr),967.3188405732144
J185943.04+030901.1,284.929159,3.150427,ClassII,10.32,17.025165739098664,TOO_FAINT,0.7676025963745678,True,FADING (brightening in mag = getting dimmer),-0.08136398356359367,False,BLUEING (Δ(g-r) = -0.08 mag/yr),894.3992421193907
J181612.85-113808.9,274.053483,-11.635892,FS,11.41,15.212579329091419,HIGH,0.38947302672748274,True,FADING (brightening in mag = getting dimmer),0.045923003966030364,False,REDDENING (Δ(g-r) = +0.05 mag/yr),986.856562539484
J185730.17+030916.4,284.375672,3.154629,ClassIII,9.32,13.992133849557405,HIGH,-0.3340401232323927,False,BRIGHTENING (dimming in mag = getting brighter),-0.0008539800736142355,False,STABLE,982.8342507148045
J202336.64+383534.4,305.902585,38.592948,ClassIII,13.1,12.589319831042078,HIGH,-0.9115671033104474,False,BRIGHTENING (dimming in mag = getting brighter),-0.017404321545479544,False,STABLE,974.0777316504173
J184708.66+000455.0,281.786031,0.082005,ClassI,7.85,15.465046760125079,HIGH,0.34563457492296285,True,FADING (brightening in mag = getting dimmer),-0.0540809738001402,False,BLUEING (Δ(g-r) = -0.05 mag/yr),944.2633796438022
J181908.34-105743.5,274.784783,-10.961962,ClassI,11.56,12.604460540821275,HIGH,-0.5404171064503253,False,BRIGHTENING (dimming in mag = getting brighter),-0.04015576241769895,False,BLUEING (Δ(g-r) = -0.04 mag/yr),962.1642049299917
J181738.72-205431.0,274.411408,-20.908615,ClassII,8.05,14.390200959344957,HIGH,0.3190147052727744,True,FADING (brightening in mag = getting dimmer),0.03895057471786365,False,REDDENING (Δ(g-r) = +0.04 mag/yr),898.2528146670229
J174918.02-271116.6,267.325147,-27.18799,ClassII,8.15,15.323409838738234,HIGH,-0.8945924267839818,False,BRIGHTENING (dimming in mag = getting brighter),-0.3408303383956093,True,BLUEING (Δ(g-r) = -0.34 mag/yr),911.8436162342405
J215550.45+575628.8,328.960267,57.94132,ClassII,8.53,17.108078874118682,TOO_FAINT,-0.10224801526927176,False,BRIGHTENING (dimming in mag = getting brighter),0.5106233099709593,True,REDDENING (Δ(g-r) = +0.51 mag/yr),951.4027669335628
J190506.40+063421.5,286.276734,6.57265,ClassII,7.79,17.400516876766545,TOO_FAINT,0.22199328141595936,True,FADING (brightening in mag = getting dimmer),0.2591088247642863,True,REDDENING (Δ(g-r) = +0.26 mag/yr),940.6184048594587
J175153.38-295130.9,267.972542,-29.858622,ClassII,8.97,17.104127784549153,TOO_FAINT,0.5424500275317529,True,FADING (brightening in mag = getting dimmer),-0.0729546182198816,False,BLUEING (Δ(g-r) = -0.07 mag/yr),963.8851069037992
J185516.74+020752.0,283.819756,2.131227,FS,7.99,17.23893496720147,TOO_FAINT,0.3157815885341919,True,FADING (brightening in mag = getting dimmer),-0.21613260262773323,True,BLUEING (Δ(g-r) = -0.22 mag/yr),982.7702531831746
J190027.91+044031.0,285.116253,4.675534,ClassII,10.41,15.436716798194587,HIGH,0.45391699339920727,True,FADING (brightening in mag = getting dimmer),-0.08007440166800432,False,BLUEING (Δ(g-r) = -0.08 mag/yr),886.484194478362
J185128.76+005752.6,282.869787,0.96471,ClassI,10.07,16.95615940443109,LOW,-0.09642523192476042,False,BRIGHTENING (dimming in mag = getting brighter),-0.012164705331882958,False,STABLE,974.0976201771045
J182604.56-125145.6,276.519139,-12.862663,ClassI,9.57,13.310166634262094,HIGH,0.5736783591973165,True,FADING (brightening in mag = getting dimmer),-0.49924979749035625,True,BLUEING (Δ(g-r) = -0.50 mag/yr),954.4304221834391
J185707.67+020902.7,284.28195,2.1508,ClassII,10.0,14.914378774906835,HIGH,-0.18447141037421624,False,BRIGHTENING (dimming in mag = getting brighter),0.005846942690191522,False,STABLE,891.5459822187986
J193238.81+171758.4,293.161735,17.299526,FS,8.56,14.666954690097507,HIGH,-1.091692849906035,False,BRIGHTENING (dimming in mag = getting brighter),0.03577316123775133,False,STABLE,963.1760757867378
J184607.42-035301.0,281.530717,-3.88347,ClassII,10.71,16.01677331287304,MEDIUM,0.5396414265800482,True,FADING (brightening in mag = getting dimmer),-0.0850035407941475,False,BLUEING (Δ(g-r) = -0.09 mag/yr),908.6689171497856
J194320.31+230044.8,295.834734,23.012463,FS,10.6,15.285485782569475,HIGH,-0.7582683855355411,False,BRIGHTENING (dimming in mag = getting brighter),-0.10022700072636348,True,BLUEING (Δ(g-r) = -0.10 mag/yr),987.9128431212521
J192031.51+122414.0,290.131302,12.404119,FS,9.6,16.9445660158905,LOW,-0.22608473761964867,False,BRIGHTENING (dimming in mag = getting brighter),0.3195673860823754,True,REDDENING (Δ(g-r) = +0.32 mag/yr),943.7555130472756
J192640.61+155339.9,291.669282,15.894437,FS,10.2,14.682987449413057,HIGH,-0.44778906172808525,False,BRIGHTENING (dimming in mag = getting brighter),0.0925962774938045,False,REDDENING (Δ(g-r) = +0.09 mag/yr),932.9367649812702
J181957.53-161204.8,274.989763,-16.201388,ClassII,7.12,13.73363125516993,HIGH,-0.49971122592399303,False,BRIGHTENING (dimming in mag = getting brighter),0.06970514578669348,False,REDDENING (Δ(g-r) = +0.07 mag/yr),955.1631221747884
J191032.52+094720.3,287.635579,9.788977,ClassII,7.59,14.667704776071481,HIGH,0.47572940374163186,True,FADING (brightening in mag = getting dimmer),-0.1135636362779557,True,BLUEING (Δ(g-r) = -0.11 mag/yr),968.0417434997944
J184805.23-034402.7,282.021583,-3.734044,ClassIII,10.26,17.790716970320386,TOO_FAINT,0.6057810122484879,True,FADING (brightening in mag = getting dimmer),0.19812765576258742,True,REDDENING (Δ(g-r) = +0.20 mag/yr),923.5243144462365
J180417.87-225206.9,271.074493,-22.86864,FS,7.79,14.901723388873519,HIGH,-0.9209155262888654,False,BRIGHTENING (dimming in mag = getting brighter),0.04186260422044626,False,REDDENING (Δ(g-r) = +0.04 mag/yr),976.1403841844367
J223210.37+582338.9,338.043218,58.394125,ClassI,10.32,15.768308542155062,MEDIUM,-0.2940244152508452,False,BRIGHTENING (dimming in mag = getting brighter),-0.05371223415736549,False,BLUEING (Δ(g-r) = -0.05 mag/yr),975.7550262408404
J190615.48+072853.6,286.564321,7.481451,ClassI,10.13,15.834434181119931,MEDIUM,0.0949509725208022,False,FADING (brightening in mag = getting dimmer),-0.1341216410506146,True,BLUEING (Δ(g-r) = -0.13 mag/yr),931.1915644142209
J204042.42+395749.9,310.176868,39.963931,ClassIII,12.52,13.003838195643091,HIGH,-0.8606048370255098,False,BRIGHTENING (dimming in mag = getting brighter),-0.006282660366359521,False,STABLE,935.001623977616
J224658.81+614539.4,341.744999,61.760989,ClassIII,11.95,13.878929366155479,HIGH,-0.25194896653578674,False,BRIGHTENING (dimming in mag = getting brighter),0.007731019584396546,False,STABLE,981.4590957021865
J185209.29+011159.7,283.038733,1.199961,ClassII,10.47,14.52632499101327,HIGH,-0.19881054444468668,False,BRIGHTENING (dimming in mag = getting brighter),-0.5109262186439235,True,BLUEING (Δ(g-r) = -0.51 mag/yr),917.840348319136
J190329.44+042938.1,285.872842,4.493861,ClassIII,11.19,14.341504296075353,HIGH,-0.8438052957334348,False,BRIGHTENING (dimming in mag = getting brighter),-0.15265836936340454,True,BLUEING (Δ(g-r) = -0.15 mag/yr),974.2809915656617
J204324.29+422934.4,310.851265,42.49289,ClassIII,12.41,12.094843877148937,HIGH,-1.0991930632394578,False,BRIGHTENING (dimming in mag = getting brighter),0.0650164978030365,False,REDDENING (Δ(g-r) = +0.07 mag/yr),954.2416654976332
J190406.64+050853.3,286.027728,5.1482,ClassI,9.66,13.43856991881901,HIGH,0.10750078955724039,False,FADING (brightening in mag = getting dimmer),0.00914167642357566,False,STABLE,966.7211020838658
